Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
3325,65,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,92307.69231,30769.23077,65.0,0.0,65,65,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15384.61538,15384.61538,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,68047965,2,2,99,329,58,41,49.5,12.0208152802,186,143,164.5,30.405591591,6.2896811095,0.0587820664,22682655.0,39176339.4529321,67919585,37807,67957392,67957392.0,0.0,67957392,67957392,68010158,68010158.0,0.0,68010158,68010158,0,0,0,0,52,52,0.0293910332,0.0293910332,41,186,97.2,63.6686736158,4053.7,0,0,0,0,0,0,0,0,1,121.5,49.5,164.5,52,0,0,0,0,0,0,2,99,2,329,-1,-1,1,20,37807.0,0.0,37807,37807,67919585.0,0.0,67919585,67919585,BENIGN
8080,1029512,3,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,17.48401184,5.828003948,205902.4,280983.8427,514845,625,1028833,514416.5,1738.775575,515646,513187,1028887,514443.5,1528.057754,515524,513363,0,0,0,0,92,60,2.914001974,2.914001974,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0.0,0.0,0,0,0.0,0.0,0,0,Bot
60803,80180669,6,9,11607,62,7300,0,1934.5,2863.744245,20,0,6.888888889,5.30199124,145.5338319,0.187077511,5727190.643,20900000.0,78400000,1,80200000,16000000.0,34900000.0,78500000,187,78500000,9809137.625,27700000.0,78400000,1,0,0,0,0,132,192,0.074831004,0.112246507,0,7300,729.6875,1913.817885,3662698.896,0,0,0,0,1,1,0,0,1,778.3333333,1934.5,6.888888889,132,0,0,0,0,0,0,6,11607,9,62,229,256,4,20,46741.0,0.0,46741,46741,78400000.0,0.0,78400000,78400000,BENIGN
443,116063190,20,17,1308,501,673,0,65.4,183.991533,333,0,29.47058824,88.15761286,15.58633706,0.318791858,3223977.5,4633452.419,10000000,3,116000000,6108588.947,4855437.293,10100000,3,111000000,6953948.937,4742745.289,10100000,3,0,0,0,0,648,552,0.172319923,0.146471935,0,673,47.60526316,145.3553966,21128.19132,0,0,0,1,0,0,0,0,0,48.89189189,65.4,29.47058824,648,0,0,0,0,0,0,20,1308,17,501,29200,351,4,32,103213.2727,219964.444,766431,36800,10000000.0,7797.097451,10000000,9996729,BENIGN
9999,3,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,1333333.333,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,48,0,666666.6667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,172,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1093023.256,23255.81395,57.33333333,58.56051002,120,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,11627.90698,11627.90698,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,40,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2522,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,3001508,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999497586,1500754.0,711667.6199,2003979,997529,3001508,1500754.0,711667.6199,2003979,997529,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999497586,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,11225722,8,5,358,11632,358,0,44.75,126.5721138,10184,0,2326.4,4437.056321,1068.082748,1.158054689,935476.8333,2198169.087,6220146,1,6229468,889924.0,2353665.251,6227535,1,11200000,2806411.75,3277787.861,6220146,150,0,0,0,0,264,168,0.712649039,0.44540565,0,10184,856.4285714,2712.79228,7359241.956,0,0,0,1,0,0,0,0,0,922.3076923,44.75,2326.4,264,0,0,0,0,0,0,8,358,5,11632,29200,235,1,32,903.0,0.0,903,903,6220146.0,0.0,6220146,6220146,DoS GoldenEye
53,30797,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,10910.15359,129.8827808,10265.66667,17736.50451,30746,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,64,52,64.9413904,64.9413904,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,64,0,0,0,0,0,0,2,82,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23317,1,1,46,62,46,46,46.0,0.0,62,62,62.0,0.0,4631.8136981601,85.7743277437,23317.0,0.0,23317,23317,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.8871638719,42.8871638719,46,62,51.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,77.0,46.0,62.0,20,0,0,0,0,0,0,1,46,1,62,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
